"rgn_id","product","year","gap_fill"
1,"ornamentals",1984,0
1,"ornamentals",1985,0
1,"ornamentals",1986,0
1,"ornamentals",1987,0
1,"ornamentals",1988,0
1,"ornamentals",1989,0
1,"ornamentals",1990,0
1,"ornamentals",1991,0
1,"ornamentals",1992,0
1,"ornamentals",1993,0
1,"ornamentals",1994,0
1,"ornamentals",1995,0
1,"ornamentals",1996,0
1,"ornamentals",1997,0
1,"ornamentals",1998,0
1,"ornamentals",1999,0
1,"ornamentals",2000,0
1,"ornamentals",2001,0
1,"ornamentals",2002,0
1,"ornamentals",2003,0
1,"ornamentals",2004,0
1,"ornamentals",2005,0
1,"ornamentals",2006,0
1,"ornamentals",2007,0
1,"ornamentals",2008,0
1,"ornamentals",2009,0
1,"ornamentals",2010,0
1,"ornamentals",2011,0
1,"ornamentals",2012,0
1,"ornamentals",2013,0
1,"shells",1999,0
1,"shells",2000,0
1,"shells",2001,0
1,"shells",2002,0
1,"shells",2003,0
1,"shells",2004,0
1,"shells",2005,0
1,"shells",2006,0
1,"shells",2007,0
1,"shells",2008,0
1,"shells",2009,0
1,"shells",2010,0
1,"shells",2011,0
1,"shells",2012,0
1,"shells",2013,0
1,"sponges",2001,0
1,"sponges",2002,0
1,"sponges",2003,0
1,"sponges",2004,0
1,"sponges",2005,0
1,"sponges",2006,0
1,"sponges",2007,0
1,"sponges",2008,0
1,"sponges",2009,0
1,"sponges",2010,0
1,"sponges",2011,0
1,"sponges",2012,0
1,"sponges",2013,0
