rgn_id, Species Name,Year,Length
1,ALASKA POLLOCK(=WALLEYE POLL.),2015,No Data
1,ALASKA POLLOCK(=WALLEYE POLL.),2014,No Data
1,ALASKA POLLOCK(=WALLEYE POLL.),2013,No Data
1,ALASKA POLLOCK(=WALLEYE POLL.),2012,No Data
1,ALASKA POLLOCK(=WALLEYE POLL.),2011,No Data
1,AMBERJACK / GIANT YELLOWTAIL,2015,No Data
1,AMBERJACK / GIANT YELLOWTAIL,2014,No Data
1,AMBERJACK / GIANT YELLOWTAIL,2013,No Data
1,AMBERJACK / GIANT YELLOWTAIL,2012,No Data
1,AMBERJACK / GIANT YELLOWTAIL,2011,No Data
1,AMBERSTRIP SCAD,2015,No Data
1,AMBERSTRIP SCAD,2014,No Data
1,AMBERSTRIP SCAD,2013,No Data
1,AMBERSTRIP SCAD,2012,No Data
1,AMBERSTRIP SCAD,2011,No Data
1,ATLANTIC POMFRET / RAY'S BREAM,2015,No Data
1,ATLANTIC POMFRET / RAY'S BREAM,2014,No Data
1,ATLANTIC POMFRET / RAY'S BREAM,2013,No Data
1,ATLANTIC POMFRET / RAY'S BREAM,2012,No Data
1,ATLANTIC POMFRET / RAY'S BREAM,2011,67.00000000000000000
1,BARRACUDINAS  (FAMILY),2015,121.00000000000000000
1,BARRACUDINAS  (FAMILY),2014,No Data
1,BARRACUDINAS  (FAMILY),2013,No Data
1,BARRACUDINAS  (FAMILY),2012,No Data
1,BARRACUDINAS  (FAMILY),2011,No Data
1,BIGEYE THRESHER SHARK,2015,No Data
1,BIGEYE THRESHER SHARK,2014,No Data
1,BIGEYE THRESHER SHARK,2013,No Data
1,BIGEYE THRESHER SHARK,2012,No Data
1,BIGEYE THRESHER SHARK,2011,No Data
1,BIRD (UNIDENTIFIED),2015,No Data
1,BIRD (UNIDENTIFIED),2014,No Data
1,BIRD (UNIDENTIFIED),2013,No Data
1,BIRD (UNIDENTIFIED),2012,No Data
1,BIRD (UNIDENTIFIED),2011,No Data
1,Black Bream,2015,No Data
1,Black Bream,2014,No Data
1,Black Bream,2013,93.49999999953250000
1,Black Bream,2012,No Data
1,Black Bream,2011,91.00000000000000000
1,BLACK MACKEREL,2015,33.00000000000000000
1,BLACK MACKEREL,2014,28.00000000000000000
1,BLACK MACKEREL,2013,29.99999999940000000
1,BLACK MACKEREL,2012,22.50000000000000000
1,BLACK MACKEREL,2011,63.00000000000000000
1,BLACK TRIGGERFISH,2015,No Data
1,BLACK TRIGGERFISH,2014,No Data
1,BLACK TRIGGERFISH,2013,No Data
1,BLACK TRIGGERFISH,2012,No Data
1,BLACK TRIGGERFISH,2011,155.00000000000000000
1,BLACKFIN BARRACUDA,2015,No Data
1,BLACKFIN BARRACUDA,2014,No Data
1,BLACKFIN BARRACUDA,2013,No Data
1,BLACKFIN BARRACUDA,2012,No Data
1,BLACKFIN BARRACUDA,2011,108.36363636353785123
1,BLACK-FOOTED ALBATROSS,2015,No Data
1,BLACK-FOOTED ALBATROSS,2014,No Data
1,BLACK-FOOTED ALBATROSS,2013,No Data
1,BLACK-FOOTED ALBATROSS,2012,No Data
1,BLACK-FOOTED ALBATROSS,2011,No Data
1,BLUE SHARK,2015,No Data
1,BLUE SHARK,2014,191.99999971872000041
1,BLUE SHARK,2013,258.61538460722828402
1,BLUE SHARK,2012,215.88888887041839506
1,BLUE SHARK,2011,211.46153844494686390
1,BLUE SPRAT,2015,No Data
1,BLUE SPRAT,2014,No Data
1,BLUE SPRAT,2013,No Data
1,BLUE SPRAT,2012,No Data
1,BLUE SPRAT,2011,No Data
1,BRILLIANT POMFRET,2015,No Data
1,BRILLIANT POMFRET,2014,No Data
1,BRILLIANT POMFRET,2013,51.00000000000000000
1,BRILLIANT POMFRET,2012,No Data
1,BRILLIANT POMFRET,2011,43.00000000000000000
1,BRONZE WHALER SHARK,2015,No Data
1,BRONZE WHALER SHARK,2014,No Data
1,BRONZE WHALER SHARK,2013,No Data
1,BRONZE WHALER SHARK,2012,No Data
1,BRONZE WHALER SHARK,2011,No Data
1,BULL SHARK,2015,No Data
1,BULL SHARK,2014,No Data
1,BULL SHARK,2013,No Data
1,BULL SHARK,2012,No Data
1,BULL SHARK,2011,No Data
1,CAPE PIGEON,2015,No Data
1,CAPE PIGEON,2014,No Data
1,CAPE PIGEON,2013,113.99999999886000000
1,CAPE PIGEON,2012,No Data
1,CAPE PIGEON,2011,No Data
1,CHINA ANCHOVY                                     ,2015,No Data
1,CHINA ANCHOVY                                     ,2014,No Data
1,CHINA ANCHOVY                                     ,2013,No Data
1,CHINA ANCHOVY                                     ,2012,No Data
1,CHINA ANCHOVY                                     ,2011,65.00000000000000000
1,COBIA,2015,No Data
1,COBIA,2014,No Data
1,COBIA,2013,No Data
1,COBIA,2012,84.99999999830000000
1,COBIA,2011,No Data
1,CRESTFISH,2015,No Data
1,CRESTFISH,2014,No Data
1,CRESTFISH,2013,No Data
1,CRESTFISH,2012,No Data
1,CRESTFISH,2011,No Data
1,CRESTFISH/UNICORNFISH,2015,195.00000000000000000
1,CRESTFISH/UNICORNFISH,2014,138.25000000000000000
1,CRESTFISH/UNICORNFISH,2013,No Data
1,CRESTFISH/UNICORNFISH,2012,No Data
1,CRESTFISH/UNICORNFISH,2011,190.99999999904500000
1,CROCODILE SHARK,2015,No Data
1,CROCODILE SHARK,2014,93.00000000000000000
1,CROCODILE SHARK,2013,No Data
1,CROCODILE SHARK,2012,No Data
1,CROCODILE SHARK,2011,No Data
1,Devil Manta Ray (Mobula nei),2015,No Data
1,Devil Manta Ray (Mobula nei),2014,No Data
1,Devil Manta Ray (Mobula nei),2013,No Data
1,Devil Manta Ray (Mobula nei),2012,No Data
1,Devil Manta Ray (Mobula nei),2011,No Data
1,ESCOLAR,2015,102.99999999814600000
1,ESCOLAR,2014,87.49999999715625000
1,ESCOLAR,2013,74.49999999478500000
1,ESCOLAR,2012,93.19999999846220000
1,ESCOLAR,2011,82.04761904613437641
1,FILEFISHES,2015,No Data
1,FILEFISHES,2014,No Data
1,FILEFISHES,2013,No Data
1,FILEFISHES,2012,186.00000000000000000
1,FILEFISHES,2011,No Data
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2015,No Data
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2014,80.99999999959500000
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2013,No Data
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2012,41.00000000000000000
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2011,No Data
1,GLAUERT'S ANGLERFISH                              ,2015,104.00000000000000000
1,GLAUERT'S ANGLERFISH                              ,2014,No Data
